age,annual_income,country,device_type,traffic_source,campaign_type,pages_visited,session_duration,email_opens,email_clicks,previous_purchases,days_since_last_visit,discount_offered,ad_spend,converted
41,57249.0,USA,Mobile,Email,Discount,2,45.0,3,0,0,33.0,0,2.81,1
32,88541.0,USA,Desktop,Facebook,Newsletter,3,455.0,3,1,1,47.0,0,1.7,1
19,77385.0,Canada,Mobile,Email,Discount,7,426.0,2,1,0,0.0,0,6.81,0
31,67058.0,Australia,Mobile,Email,Brand Awareness,9,427.0,2,0,0,10.0,15,11.3,0
63,41316.0,Canada,Desktop,Instagram,Retargeting,7,410.0,4,2,1,4.0,0,16.09,0
50,99341.0,Canada,Mobile,TikTok,Product Launch,3,333.0,1,1,1,12.0,0,15.21,0
22,55078.0,USA,Mobile,Google,Discount,7,245.0,4,1,1,42.0,0,9.71,0
23,48425.0,USA,Mobile,Google,Brand Awareness,3,160.0,0,0,1,36.0,15,6.8,1
18,64304.0,USA,Mobile,Email,Newsletter,9,308.0,3,0,0,40.0,10,9.47,0
18,74927.0,Canada,Desktop,Instagram,Discount,6,421.0,0,0,2,16.0,0,5.11,1
23,74310.0,Canada,Mobile,Email,Discount,9,619.0,5,0,0,33.0,15,6.86,1
22,94886.0,USA,Mobile,Google,Retargeting,7,525.0,1,1,0,39.0,10,7.39,1
64,53421.0,USA,Mobile,Email,Newsletter,5,329.0,5,3,1,30.0,0,2.42,0
59,57445.0,USA,Mobile,Google,Newsletter,5,368.0,4,2,1,6.0,10,15.36,0
45,98246.0,USA,Mobile,TikTok,Product Launch,3,292.0,3,0,2,14.0,0,2.36,0
53,53495.0,Canada,Desktop,Facebook,Retargeting,6,485.0,5,1,2,0.0,10,28.57,1
57,51587.0,Canada,Desktop,Google,Newsletter,4,236.0,4,2,2,85.0,5,25.54,0
67,62555.0,USA,Mobile,Email,Retargeting,6,446.0,2,1,1,0.0,10,10.21,1
64,70089.0,USA,Mobile,TikTok,Retargeting,9,707.0,3,0,1,0.0,15,17.75,1
42,56645.0,USA,Mobile,Referral,Newsletter,2,10.0,1,0,0,19.0,25,4.26,0
52,119670.0,USA,Mobile,Google,Retargeting,5,501.0,4,2,1,31.0,10,8.04,1
28,89112.0,USA,Desktop,Facebook,Newsletter,10,809.0,3,1,2,41.0,5,21.15,1
24,46570.0,USA,Tablet,Google,Brand Awareness,3,340.0,2,0,1,19.0,0,7.25,0
39,61531.0,Canada,Mobile,Google,Product Launch,6,10.0,4,2,0,-0.0,0,6.41,1
65,86500.0,USA,Desktop,Google,Newsletter,8,802.0,3,1,1,0.0,15,7.73,0
33,56631.0,USA,Mobile,Facebook,Product Launch,4,311.0,1,1,0,47.0,0,7.7,1
47,54960.0,USA,Desktop,Instagram,Discount,8,481.0,2,2,0,0.0,20,7.76,1
30,135139.0,USA,Mobile,TikTok,Product Launch,4,10.0,1,0,0,31.0,0,13.41,0
34,96421.0,Canada,Desktop,Email,Newsletter,8,560.0,4,1,1,0.0,25,44.98,1
61,49746.0,UK,Desktop,Google,Retargeting,5,413.0,1,0,1,69.0,10,12.56,0
63,47781.0,USA,Tablet,Facebook,Product Launch,7,579.0,4,2,1,0.0,0,10.18,0
45,58602.0,USA,Desktop,Google,Brand Awareness,4,278.0,0,0,1,10.0,15,6.58,0
62,73986.0,USA,Desktop,Email,Brand Awareness,4,333.0,5,3,1,47.0,0,11.95,1
68,76580.0,USA,Mobile,Email,Newsletter,4,146.0,3,0,0,17.0,0,7.31,0
46,57449.0,USA,Mobile,Google,Retargeting,3,201.0,1,1,3,0.0,10,14.62,0
51,36093.0,USA,Desktop,Facebook,Newsletter,7,588.0,1,1,3,13.0,20,8.34,1
26,58780.0,USA,Mobile,Google,Discount,5,152.0,3,1,1,0.0,0,3.0,0
69,83542.0,UK,Mobile,TikTok,Discount,3,112.0,3,1,1,0.0,15,12.15,1
55,72265.0,USA,Mobile,Facebook,Discount,6,305.0,4,1,3,0.0,20,12.3,1
47,25000.0,USA,Mobile,Facebook,Product Launch,6,203.0,1,0,1,15.0,5,9.67,0
32,44803.0,Australia,Mobile,Google,Brand Awareness,8,331.0,3,1,2,0.0,15,67.42,1
49,93553.0,Australia,Desktop,Facebook,Discount,9,316.0,0,0,1,8.0,20,20.76,1
33,86722.0,USA,Desktop,Facebook,Discount,5,260.0,2,1,0,1.0,15,16.17,1
35,77529.0,Canada,Mobile,TikTok,Brand Awareness,3,698.0,2,1,0,12.0,15,3.54,0
68,105445.0,UK,Mobile,TikTok,Retargeting,5,388.0,0,0,0,6.0,10,19.56,0
43,82996.0,USA,Tablet,Google,Discount,4,10.0,0,0,2,5.0,25,14.97,0
67,87553.0,USA,Mobile,Google,Product Launch,4,10.0,2,0,1,11.0,5,11.83,0
32,82181.0,Canada,Mobile,Google,Brand Awareness,4,307.0,1,0,0,60.0,10,13.58,0
33,76619.0,USA,Tablet,Google,Discount,7,752.0,1,1,0,3.0,5,58.72,1
57,60095.0,Canada,Mobile,Google,Newsletter,4,196.0,4,1,0,2.0,0,10.87,0
39,75576.0,USA,Desktop,Email,Retargeting,7,390.0,4,2,0,0.0,0,14.96,1
23,75026.0,USA,Desktop,Instagram,Brand Awareness,5,188.0,1,1,0,12.0,5,4.71,0
54,55904.0,USA,Mobile,Email,Product Launch,8,238.0,3,2,2,0.0,15,22.17,0
23,50866.0,USA,Mobile,Email,Newsletter,7,544.0,1,1,1,23.0,5,11.92,1
21,58541.0,USA,Mobile,Google,Product Launch,6,28.0,5,1,2,0.0,15,16.18,0
57,63255.0,USA,Mobile,Facebook,Newsletter,4,285.0,4,2,1,24.0,10,5.63,0
24,98572.0,Australia,Mobile,TikTok,Retargeting,12,390.0,1,0,0,46.0,0,35.47,0
35,78015.0,USA,Desktop,Referral,Retargeting,7,560.0,3,1,1,3.0,5,3.76,1
61,77448.0,USA,Mobile,Email,Discount,9,469.0,3,1,1,5.0,20,57.61,1
39,86929.0,USA,Mobile,Facebook,Brand Awareness,2,10.0,3,1,0,0.0,20,1.31,0
55,83865.0,USA,Desktop,Instagram,Newsletter,7,594.0,5,2,0,5.0,0,6.74,1
53,67910.0,USA,Mobile,Google,Product Launch,7,45.0,1,0,0,13.0,0,3.99,0
38,56829.0,Canada,Desktop,Email,Discount,6,376.0,9,6,3,29.0,20,16.98,1
53,90997.0,USA,Mobile,Facebook,Retargeting,4,122.0,2,0,0,92.0,10,9.14,0
58,92573.0,USA,Desktop,Facebook,Discount,6,467.0,1,1,1,67.0,10,2.64,1
50,47654.0,Australia,Desktop,Facebook,Discount,5,467.0,0,0,0,14.0,0,5.36,0
47,88837.0,Canada,Mobile,Google,Retargeting,3,133.0,3,0,1,29.0,10,8.23,1
64,69181.0,USA,Desktop,TikTok,Brand Awareness,4,194.0,0,0,1,2.0,20,16.16,0
18,95102.0,Canada,Mobile,Email,Discount,3,10.0,5,1,3,27.0,0,4.52,0
30,110103.0,USA,Desktop,Email,Retargeting,5,151.0,9,3,0,0.0,0,2.36,1
45,84682.0,UK,Mobile,Google,Newsletter,6,415.0,3,0,2,4.0,25,8.99,1
68,101637.0,Australia,Desktop,TikTok,Discount,7,549.0,2,1,0,6.0,20,2.63,0
59,70396.0,USA,Desktop,Email,Newsletter,2,312.0,5,4,3,0.0,15,8.67,1
24,79680.0,USA,Mobile,Google,Brand Awareness,5,225.0,1,1,3,33.0,10,17.19,0
44,73795.0,Canada,Desktop,Google,Retargeting,10,481.0,4,1,1,6.0,20,0.52,0
64,101391.0,Australia,Mobile,Instagram,Newsletter,9,464.0,2,0,3,0.0,0,3.58,1
42,65117.0,USA,Mobile,Instagram,Brand Awareness,8,334.0,3,1,0,4.0,5,10.29,0
33,66523.0,Canada,Mobile,Google,Newsletter,2,119.0,2,0,0,7.0,0,10.87,0
23,32719.0,Australia,Mobile,TikTok,Discount,3,96.0,1,0,0,11.0,0,11.32,0
34,86080.0,Australia,Desktop,Google,Retargeting,9,679.0,1,1,0,61.0,20,7.1,0
66,53075.0,UK,Mobile,Instagram,Retargeting,7,390.0,3,2,0,6.0,10,42.98,1
68,65845.0,USA,Mobile,Instagram,Discount,6,343.0,1,0,1,12.0,15,17.86,1
20,108416.0,USA,Desktop,Google,Retargeting,7,408.0,2,0,1,9.0,0,5.28,1
30,107055.0,USA,Mobile,TikTok,Retargeting,7,204.0,1,0,4,0.0,15,7.16,0
24,119828.0,USA,Desktop,Google,Newsletter,7,615.0,4,1,1,0.0,5,36.53,0
51,39717.0,USA,Tablet,Facebook,Product Launch,11,547.0,2,1,0,0.0,5,10.03,1
28,86162.0,USA,Desktop,Instagram,Newsletter,10,867.0,3,0,1,39.0,0,12.54,0
23,48734.0,USA,Desktop,Google,Product Launch,6,567.0,0,0,1,0.0,0,4.3,1
40,55870.0,Canada,Mobile,Google,Discount,11,627.0,0,0,0,4.0,0,32.24,1
30,96674.0,USA,Desktop,Instagram,Newsletter,6,327.0,1,0,2,83.0,15,5.89,0
68,71081.0,USA,Desktop,Facebook,Discount,1,192.0,1,0,0,19.0,0,7.38,0
31,35586.0,USA,Desktop,Instagram,Newsletter,1,10.0,1,0,0,1.0,20,8.44,0
22,62980.0,Australia,Mobile,TikTok,Retargeting,8,343.0,5,2,0,-0.0,10,7.01,1
68,145412.0,Australia,Desktop,Facebook,Product Launch,11,603.0,1,0,0,16.0,0,38.39,0
55,55344.0,USA,Mobile,Google,Retargeting,6,508.0,2,0,1,0.0,20,8.2,0
60,64339.0,USA,Desktop,Facebook,Retargeting,8,634.0,3,2,1,0.0,20,12.24,1
55,66676.0,USA,Desktop,Referral,Product Launch,6,335.0,0,0,0,25.0,20,11.61,0
42,91400.0,USA,Mobile,Google,Product Launch,1,67.0,1,1,0,20.0,20,7.56,0
19,61899.0,USA,Mobile,TikTok,Discount,1,62.0,2,0,0,4.0,0,11.42,0
46,39289.0,Australia,Mobile,Instagram,Discount,5,718.0,2,1,0,5.0,15,7.96,1
19,72645.0,USA,Mobile,Google,Discount,6,292.0,0,0,0,57.0,10,38.58,0
32,81989.0,USA,Mobile,TikTok,Newsletter,4,98.0,1,0,1,9.0,15,15.08,0
66,33167.0,Australia,Tablet,Facebook,Brand Awareness,7,243.0,0,0,1,0.0,25,24.98,0
26,42038.0,USA,Desktop,Email,Discount,9,760.0,7,3,0,10.0,0,24.87,1
55,79492.0,USA,Mobile,Facebook,Discount,5,399.0,3,1,0,25.0,0,11.9,1
39,68478.0,USA,Mobile,Instagram,Newsletter,6,235.0,5,0,0,47.0,0,21.15,0
26,54697.0,USA,Mobile,Facebook,Brand Awareness,6,537.0,0,0,1,26.0,5,12.96,0
23,108634.0,UK,Desktop,Google,Discount,6,63.0,3,0,0,11.0,15,3.17,0
36,101577.0,USA,Tablet,Email,Product Launch,5,155.0,1,1,0,4.0,15,20.74,0
21,86830.0,Australia,Mobile,Google,Retargeting,8,243.0,2,0,0,14.0,10,1.06,1
46,137318.0,UK,Mobile,Google,Retargeting,8,535.0,1,0,2,0.0,20,15.03,1
22,74543.0,USA,Desktop,Google,Newsletter,6,212.0,4,0,1,16.0,25,6.78,0
28,68093.0,USA,Desktop,TikTok,Discount,1,277.0,4,3,0,8.0,0,3.46,0
57,112367.0,USA,Mobile,Google,Retargeting,7,498.0,3,1,1,10.0,5,5.98,1
62,56291.0,Canada,Mobile,Facebook,Discount,9,537.0,2,1,1,13.0,0,29.27,1
35,26920.0,UK,Mobile,Google,Retargeting,4,273.0,2,2,0,33.0,10,9.22,1
65,60597.0,UK,Mobile,Email,Newsletter,3,253.0,6,3,1,4.0,5,4.88,0
41,55333.0,Australia,Tablet,Instagram,Product Launch,7,344.0,1,0,1,10.0,25,17.43,0
60,86847.0,USA,Desktop,Referral,Discount,10,457.0,2,1,0,88.0,15,26.34,0
41,75160.0,USA,Mobile,Instagram,Product Launch,5,101.0,1,0,2,2.0,10,26.4,0
34,79067.0,USA,Mobile,TikTok,Discount,2,10.0,3,1,0,0.0,15,10.92,0
69,78186.0,USA,Mobile,Google,Discount,5,299.0,0,0,2,7.0,5,10.68,0
25,99915.0,Australia,Mobile,Instagram,Brand Awareness,2,10.0,4,1,0,19.0,0,4.51,0
51,51383.0,UK,Mobile,Google,Retargeting,8,414.0,2,0,0,0.0,15,7.95,1
25,51275.0,USA,Mobile,Instagram,Newsletter,4,288.0,4,0,1,0.0,10,3.6,0
44,61748.0,Canada,Mobile,Google,Discount,6,128.0,2,1,1,3.0,15,13.01,0
20,53162.0,USA,Desktop,Email,Retargeting,10,653.0,5,2,0,142.0,0,27.34,1
35,91080.0,USA,Mobile,Instagram,Retargeting,5,88.0,2,2,1,15.0,10,6.27,1
29,50616.0,USA,Mobile,Email,Product Launch,3,182.0,4,2,0,4.0,0,11.78,1
63,104437.0,USA,Mobile,Google,Newsletter,5,398.0,2,0,0,16.0,25,18.76,1
31,44128.0,UK,Mobile,Google,Retargeting,8,214.0,2,0,0,-0.0,10,8.16,1
63,35032.0,USA,Mobile,Referral,Discount,1,175.0,1,0,0,35.0,20,1.53,0
26,66092.0,USA,Mobile,Google,Retargeting,8,616.0,3,2,2,108.0,15,6.49,1
33,113232.0,USA,Mobile,Google,Brand Awareness,1,112.0,2,2,0,16.0,10,13.73,0
39,66489.0,USA,Mobile,TikTok,Product Launch,8,233.0,0,0,1,16.0,10,55.13,0
59,79934.0,USA,Desktop,Facebook,Brand Awareness,4,318.0,5,2,0,0.0,15,2.38,1
22,58253.0,USA,Mobile,Google,Brand Awareness,1,14.0,3,3,0,43.0,10,6.6,0
68,82426.0,USA,Mobile,TikTok,Product Launch,7,408.0,1,0,0,24.0,10,6.58,0
60,96217.0,USA,Tablet,Instagram,Brand Awareness,6,243.0,2,1,2,3.0,15,12.71,1
30,67148.0,USA,Desktop,Google,Discount,3,254.0,1,0,1,6.0,25,26.6,1
59,55939.0,UK,Mobile,Referral,Retargeting,9,470.0,0,0,0,29.0,0,9.37,0
65,112151.0,UK,Mobile,Google,Retargeting,3,230.0,4,2,1,19.0,15,8.02,0
64,53664.0,USA,Desktop,Google,Retargeting,12,911.0,1,0,3,0.0,0,1.22,1
60,57517.0,USA,Mobile,Google,Newsletter,4,10.0,3,1,0,48.0,0,3.72,0
53,77433.0,USA,Mobile,Email,Brand Awareness,4,331.0,4,1,0,42.0,20,7.38,0
69,55078.0,USA,Mobile,Google,Newsletter,3,10.0,4,1,2,21.0,20,9.85,0
59,80446.0,Australia,Desktop,Facebook,Product Launch,5,355.0,1,0,0,4.0,0,10.86,0
35,115492.0,UK,Desktop,Email,Retargeting,12,495.0,7,4,0,21.0,0,8.57,1
49,89831.0,USA,Mobile,Email,Product Launch,7,371.0,5,0,2,15.0,15,15.32,1
36,60420.0,USA,Mobile,Facebook,Newsletter,4,76.0,4,0,0,1.0,25,6.59,0
23,94428.0,USA,Mobile,Instagram,Brand Awareness,5,564.0,3,1,1,0.0,15,18.39,1
28,25000.0,USA,Mobile,Referral,Discount,3,87.0,1,0,1,60.0,5,9.54,0
65,88826.0,USA,Desktop,Google,Brand Awareness,3,271.0,4,1,1,0.0,0,10.77,1
50,66126.0,USA,Desktop,TikTok,Discount,3,444.0,1,0,0,36.0,0,41.75,0
67,88502.0,USA,Mobile,Instagram,Product Launch,3,85.0,1,0,1,25.0,10,2.11,0
38,43909.0,Canada,Desktop,Referral,Discount,5,220.0,2,0,0,7.0,25,0.5,0
48,62741.0,Canada,Mobile,Email,Discount,3,10.0,3,2,1,18.0,10,20.93,1
69,109425.0,USA,Mobile,Google,Discount,10,610.0,2,0,0,10.0,5,17.43,1
67,77423.0,Canada,Mobile,Facebook,Discount,6,247.0,4,2,0,0.0,15,26.74,0
25,63042.0,USA,Mobile,Instagram,Retargeting,4,175.0,3,3,0,23.0,0,5.1,1
45,40773.0,USA,Mobile,Facebook,Newsletter,5,70.0,2,0,0,10.0,0,7.77,0
41,79213.0,USA,Mobile,Email,Discount,6,239.0,3,1,0,71.0,10,23.39,0
62,66644.0,UK,Mobile,TikTok,Brand Awareness,4,10.0,2,1,1,31.0,0,8.86,0
39,103365.0,USA,Desktop,Email,Brand Awareness,3,284.0,3,0,1,6.0,15,10.87,0
53,43446.0,Australia,Desktop,Google,Discount,6,724.0,1,0,2,24.0,0,11.69,1
34,88550.0,UK,Mobile,Email,Discount,4,185.0,4,2,3,0.0,15,12.89,1
65,108868.0,UK,Desktop,Google,Newsletter,6,502.0,3,2,1,58.0,5,23.11,1
39,93907.0,USA,Mobile,Google,Newsletter,4,109.0,0,0,0,0.0,20,3.18,1
45,31511.0,UK,Mobile,Instagram,Discount,6,221.0,3,0,0,12.0,0,5.41,0
45,29450.0,Canada,Desktop,Facebook,Product Launch,7,674.0,1,0,0,7.0,20,12.03,1
47,56707.0,USA,Mobile,Instagram,Product Launch,2,339.0,1,1,1,0.0,20,10.49,0
66,36119.0,USA,Tablet,Email,Product Launch,1,161.0,2,0,1,0.0,0,7.46,0
34,58886.0,USA,Mobile,TikTok,Retargeting,4,10.0,3,1,0,0.0,5,27.08,0
24,82647.0,Canada,Mobile,Google,Retargeting,7,516.0,0,0,0,25.0,0,25.86,0
35,60396.0,UK,Desktop,Instagram,Product Launch,7,484.0,2,2,1,12.0,0,22.41,1
56,60927.0,Canada,Tablet,Facebook,Discount,5,130.0,2,1,0,3.0,15,2.77,0
22,53077.0,USA,Desktop,Google,Brand Awareness,8,673.0,2,1,0,0.0,10,4.32,1
38,117252.0,USA,Mobile,Facebook,Newsletter,7,377.0,2,0,2,-0.0,15,9.88,0
19,67388.0,USA,Mobile,Google,Discount,5,258.0,3,1,0,19.0,5,4.35,1
66,67831.0,USA,Mobile,Facebook,Newsletter,1,53.0,2,0,1,0.0,0,7.03,0
30,67340.0,USA,Desktop,Instagram,Retargeting,6,445.0,3,2,0,0.0,15,29.09,1
45,56569.0,UK,Mobile,Google,Brand Awareness,6,276.0,2,1,0,17.0,10,11.58,0
25,102025.0,USA,Mobile,Google,Discount,6,260.0,0,0,0,94.0,0,22.71,0
68,61056.0,Canada,Tablet,Google,Product Launch,3,49.0,5,1,0,36.0,5,5.51,0
57,81992.0,Canada,Desktop,Google,Discount,6,513.0,2,0,1,15.0,0,28.09,1
22,99241.0,USA,Desktop,Instagram,Product Launch,2,10.0,4,0,0,6.0,10,15.64,0
50,53521.0,USA,Mobile,Instagram,Newsletter,5,55.0,3,1,0,3.0,5,2.44,0
19,71767.0,USA,Tablet,Email,Brand Awareness,6,284.0,5,3,1,0.0,10,17.09,1
56,77710.0,USA,Mobile,Instagram,Newsletter,8,68.0,2,0,1,112.0,10,14.34,0
37,74654.0,USA,Mobile,Google,Retargeting,5,199.0,0,0,1,0.0,5,29.94,0
50,56490.0,USA,Tablet,Instagram,Product Launch,4,289.0,2,2,0,4.0,0,14.0,0
55,32427.0,USA,Mobile,TikTok,Discount,4,268.0,0,0,0,22.0,0,10.63,0
53,87546.0,USA,Mobile,TikTok,Product Launch,6,296.0,3,0,1,26.0,20,12.94,0
26,57304.0,USA,Mobile,Facebook,Brand Awareness,7,259.0,1,0,0,8.0,10,22.11,0
41,61032.0,Canada,Tablet,TikTok,Newsletter,5,157.0,3,1,0,20.0,20,30.48,0
32,49439.0,USA,Mobile,Google,Brand Awareness,9,563.0,1,0,0,19.0,0,14.66,0
37,87304.0,UK,Desktop,Referral,Product Launch,2,212.0,2,0,0,25.0,15,28.55,0
61,112570.0,USA,Mobile,Facebook,Product Launch,5,108.0,1,0,1,15.0,0,9.7,0
41,79722.0,USA,Desktop,Instagram,Retargeting,6,415.0,0,0,0,83.0,25,1.86,0
60,52653.0,USA,Mobile,Referral,Retargeting,11,931.0,0,0,0,7.0,20,2.69,1
67,76650.0,USA,Mobile,Facebook,Product Launch,3,352.0,0,0,0,24.0,0,10.66,0
43,85353.0,Canada,Mobile,Google,Brand Awareness,8,353.0,2,1,2,49.0,10,15.58,0
66,110652.0,USA,Mobile,Google,Product Launch,7,414.0,1,1,0,23.0,10,8.47,0
19,80489.0,USA,Desktop,Google,Retargeting,4,322.0,5,3,1,5.0,20,6.9,1
57,62523.0,USA,Mobile,TikTok,Retargeting,3,64.0,6,3,0,0.0,10,5.43,1
59,63678.0,USA,Mobile,Email,Product Launch,6,418.0,6,2,2,34.0,5,24.32,1
60,75860.0,USA,Mobile,Google,Retargeting,12,375.0,2,0,0,0.0,5,23.76,0
42,62156.0,UK,Mobile,Google,Newsletter,1,157.0,3,0,1,18.0,5,11.05,0
67,81145.0,UK,Desktop,Email,Product Launch,8,583.0,0,0,0,55.0,15,18.44,0
33,70775.0,UK,Tablet,Google,Discount,5,261.0,1,0,1,3.0,5,23.8,1
32,72173.0,Australia,Mobile,Instagram,Retargeting,4,50.0,2,0,0,0.0,15,11.2,0
28,59138.0,USA,Desktop,Google,Product Launch,3,315.0,2,1,0,22.0,5,19.41,0
49,48731.0,USA,Desktop,Google,Newsletter,6,325.0,3,1,0,13.0,20,12.01,1
32,76223.0,UK,Desktop,Email,Newsletter,10,273.0,5,2,0,20.0,0,15.88,0
39,42998.0,USA,Mobile,Google,Discount,5,108.0,4,1,1,7.0,15,37.76,1
54,80379.0,USA,Desktop,TikTok,Product Launch,4,276.0,2,0,1,19.0,0,8.65,0
62,57865.0,UK,Desktop,Google,Retargeting,2,202.0,2,0,2,0.0,0,3.78,1
19,107266.0,Australia,Mobile,Facebook,Retargeting,4,53.0,1,0,1,43.0,10,5.1,0
55,88546.0,UK,Mobile,Google,Discount,1,10.0,2,0,0,69.0,5,16.16,0
30,61625.0,USA,Desktop,Facebook,Brand Awareness,1,109.0,4,0,0,19.0,0,13.53,0
66,98309.0,Canada,Desktop,Instagram,Discount,4,184.0,2,1,0,10.0,10,7.53,0
65,70881.0,USA,Desktop,Facebook,Discount,5,296.0,2,2,1,91.0,20,28.05,0
41,96116.0,USA,Mobile,Google,Product Launch,7,274.0,1,0,2,15.0,5,3.79,1
19,74941.0,USA,Mobile,Referral,Product Launch,9,358.0,3,2,1,11.0,0,22.09,1
66,66706.0,USA,Mobile,TikTok,Product Launch,9,550.0,1,0,0,33.0,10,8.89,0
34,39830.0,Australia,Mobile,TikTok,Discount,4,207.0,0,0,0,9.0,15,11.71,0
29,25000.0,UK,Mobile,Google,Product Launch,2,200.0,0,0,0,34.0,0,5.53,0
30,77835.0,Australia,Mobile,Facebook,Newsletter,8,549.0,2,0,2,5.0,25,13.5,1
65,98820.0,UK,Mobile,Facebook,Retargeting,4,57.0,3,1,0,53.0,25,13.89,0
40,74623.0,Canada,Mobile,Facebook,Retargeting,9,528.0,3,1,2,33.0,0,17.9,1
56,25000.0,Canada,Mobile,Email,Discount,7,260.0,2,0,1,31.0,10,11.77,1
51,88962.0,USA,Mobile,Email,Newsletter,3,272.0,7,5,2,0.0,5,8.69,1
69,80967.0,Canada,Mobile,Referral,Brand Awareness,4,194.0,0,0,1,0.0,25,6.52,1
65,57394.0,Canada,Mobile,Google,Brand Awareness,7,440.0,3,0,1,38.0,20,20.31,1
21,74877.0,USA,Mobile,Referral,Discount,10,499.0,3,1,0,24.0,0,22.41,0
66,78722.0,USA,Mobile,Facebook,Retargeting,7,10.0,1,0,0,36.0,15,5.89,0
21,58666.0,USA,Mobile,Google,Retargeting,7,172.0,3,0,0,0.0,10,19.16,0
41,104494.0,Australia,Mobile,Referral,Brand Awareness,5,304.0,0,0,1,60.0,0,16.13,0
22,45718.0,USA,Mobile,Referral,Product Launch,5,185.0,2,0,0,52.0,20,14.13,0
35,115524.0,Canada,Mobile,Instagram,Discount,9,332.0,0,0,0,180.0,0,12.97,0
54,85688.0,USA,Mobile,Referral,Discount,7,246.0,0,0,1,0.0,10,14.43,0
20,66782.0,USA,Mobile,Facebook,Newsletter,2,10.0,1,0,0,1.0,15,14.54,0
56,57031.0,Canada,Mobile,Google,Brand Awareness,11,527.0,2,1,0,20.0,5,29.89,0
38,51699.0,Australia,Desktop,Google,Brand Awareness,5,229.0,0,0,1,43.0,10,7.39,0
50,78817.0,USA,Desktop,TikTok,Brand Awareness,3,331.0,1,0,1,30.0,10,6.22,0
56,68610.0,USA,Mobile,Email,Retargeting,6,80.0,3,2,0,0.0,0,13.16,0
68,79369.0,USA,Mobile,Google,Retargeting,10,348.0,2,1,1,0.0,0,16.82,0
19,117583.0,USA,Mobile,Google,Retargeting,5,162.0,1,0,1,0.0,0,22.27,0
61,81577.0,USA,Mobile,TikTok,Discount,4,97.0,1,1,1,12.0,10,14.53,0
64,90125.0,Australia,Mobile,Facebook,Discount,6,574.0,0,0,0,13.0,0,4.73,0
46,83466.0,Canada,Mobile,Email,Retargeting,8,494.0,2,2,1,13.0,0,13.72,0
31,70521.0,UK,Desktop,TikTok,Product Launch,6,278.0,0,0,0,126.0,0,9.98,0
52,98841.0,Australia,Mobile,Referral,Brand Awareness,6,190.0,5,1,1,20.0,5,2.84,1
24,109661.0,USA,Mobile,Google,Discount,6,532.0,3,0,1,0.0,0,11.19,1
68,54579.0,UK,Mobile,Instagram,Brand Awareness,4,349.0,0,0,1,75.0,0,9.94,0
36,104757.0,USA,Mobile,Instagram,Product Launch,9,131.0,0,0,3,7.0,0,23.99,0
59,100709.0,USA,Mobile,TikTok,Brand Awareness,5,283.0,2,1,1,2.0,0,3.17,0
41,45490.0,Canada,Desktop,Instagram,Discount,4,217.0,1,0,1,46.0,0,2.01,1
65,86739.0,Canada,Mobile,Email,Discount,7,318.0,4,2,2,0.0,10,9.17,0
67,49061.0,UK,Mobile,Instagram,Discount,3,38.0,3,1,2,0.0,5,7.05,0
62,92168.0,USA,Desktop,TikTok,Newsletter,7,459.0,2,0,0,5.0,5,25.55,0
48,32952.0,Canada,Mobile,Facebook,Product Launch,4,35.0,5,2,0,4.0,15,10.72,0
30,85570.0,USA,Mobile,Email,Retargeting,2,10.0,8,5,0,16.0,15,6.83,1
64,90696.0,USA,Mobile,Instagram,Discount,5,396.0,0,0,0,4.0,25,18.81,0
63,66350.0,USA,Desktop,Instagram,Retargeting,6,527.0,2,2,2,45.0,5,26.93,1
24,77726.0,USA,Desktop,Email,Retargeting,5,96.0,7,6,0,5.0,10,11.76,0
32,95922.0,USA,Desktop,Instagram,Discount,4,310.0,0,0,1,31.0,15,9.79,1
58,111204.0,USA,Mobile,Email,Newsletter,7,594.0,9,4,0,40.0,0,34.5,1
62,59014.0,USA,Mobile,Google,Discount,7,108.0,2,1,2,62.0,0,2.67,0
49,74861.0,USA,Desktop,TikTok,Discount,6,600.0,6,1,1,0.0,10,18.47,1
56,57608.0,USA,Mobile,Facebook,Discount,11,407.0,1,0,0,22.0,0,16.46,1
50,71368.0,USA,Mobile,Google,Product Launch,7,93.0,0,0,0,56.0,0,13.27,0
29,72067.0,UK,Mobile,Facebook,Retargeting,3,111.0,3,2,0,50.0,10,3.62,0
43,83023.0,UK,Mobile,Google,Newsletter,3,270.0,5,2,0,55.0,0,15.97,1
66,86830.0,USA,Desktop,Google,Discount,7,493.0,2,0,5,0.0,20,5.83,1
54,45596.0,USA,Mobile,Google,Brand Awareness,2,155.0,2,0,2,19.0,5,22.44,0
28,51412.0,UK,Mobile,Facebook,Product Launch,5,596.0,4,1,0,9.0,0,33.72,1
24,74667.0,USA,Mobile,Google,Discount,11,731.0,2,0,1,46.0,10,30.07,0
33,67381.0,USA,Tablet,Facebook,Discount,6,357.0,2,0,1,0.0,0,7.76,1
21,88285.0,USA,Mobile,Facebook,Brand Awareness,6,266.0,1,0,1,9.0,0,22.16,0
43,60580.0,USA,Mobile,Referral,Brand Awareness,7,216.0,2,0,0,12.0,0,2.04,0
62,57895.0,Canada,Mobile,Google,Discount,4,117.0,2,0,1,22.0,25,6.27,0
31,52520.0,USA,Desktop,Google,Newsletter,4,468.0,2,0,0,18.0,10,9.18,0
51,63858.0,Australia,Mobile,Facebook,Product Launch,1,10.0,0,0,3,35.0,10,15.4,0
